detail_code,detail_name,a_cluster,a_name,b_cluster,b_name,c_cluster,c_name,d_cluster,d_name,class_flag,version,v_index
3.6003,脊髓丘脑侧索切断术,3.6,脊髓粘连松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.6004,蛛网膜粘连松解术,3.6,脊髓粘连松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.6001,脊髓粘连松解术,3.6,脊髓粘连松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.6002,脊神经根粘连松解术,3.6,脊髓粘连松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
03.6x01,脊髓粘连松解术,03.6x,脊髓和神经根粘连的松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.6x02,脊髓神经根粘连松解术,03.6x,脊髓和神经根粘连的松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
03.6x03,脊髓蛛网膜粘连松解术,03.6x,脊髓和神经根粘连的松解术,3.6,脊髓和神经根粘连的松解术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.7101,脊髓蛛网膜下-腹腔分流术,3.71,脊髓蛛网膜下-腹腔分流术,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.7102,脊髓蛛网膜下腹腔分流术,3.71,脊髓蛛网膜下-腹腔分流术,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
3.7201,脊髓蛛网膜下-输尿管分流术,3.72,脊髓蛛网膜下-输尿管分流术,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.7901,脊髓硬膜外分流术,3.79,脊髓膜其他分流,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.7902,脊髓空洞蛛网膜下腔分流术,3.79,脊髓膜其他分流,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.7903,脊髓空洞腹腔引流术,3.79,脊髓膜其他分流,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.7904,胸腔脊膜吻合术,3.79,脊髓膜其他分流,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.7905,腰-蛛网膜下腔分流术,3.79,脊髓膜其他分流,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.7906,输卵管脊膜吻合术,3.79,脊髓膜其他分流,3.7,脊髓膜分流术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.8001,椎管内破坏性药物注射,3.8,椎管内破坏性药物注射,3.8,椎管内破坏性药物注射,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
03.8x01,椎管内无水酒精注射,03.8x,椎管内破坏性药物注射,3.8,椎管内破坏性药物注射,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.9001,椎管的导管置入，为治疗性或姑息治疗性药物的输注,3.9,椎管的导管置入，为治疗性或姑息治疗性药物的输注,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9101,椎管内置管止痛术,3.91,为镇痛的椎管麻醉药注射,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9102,脊神经根阻滞术,3.91,为镇痛的椎管麻醉药注射,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.9201,脊髓蛛网膜下腔注射术,3.92,椎管其他药物的注射,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9202,脊髓鞘内注射,3.92,椎管其他药物的注射,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.9302,脊髓神经刺激器置换术,3.93,脊髓神经刺激器导线置入或置换,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,全国2017版,v02
3.9301,脊髓神经刺激器置入术,3.93,脊髓神经刺激器导线置入或置换,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9401,去除脊髓神经刺激器导线,3.94,去除脊髓神经刺激器导线,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9501,脊髓血块补片,3.95,脊髓血块补片,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9601,经皮的椎骨关节面去神经术,3.96,经皮的椎骨关节面去神经术,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9701,脊髓膜分流术的修复术,3.97,脊髓膜分流术的修复术,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9801,脊髓蛛网膜下腔-腹腔分流管去除术,3.98,去除脊髓膜分流术,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9901,脊髓和椎管结构的其他手术,3.99,脊髓和椎管结构的其他手术,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
3.9902,颈髓病损切除术,3.99,脊髓和椎管结构的其他手术,3.9,脊髓和椎管结构的其他手术,3,脊髓和椎管结构的手术,1月5日,神经系统手术,手术,上海版,v02
4.0103,前庭神经切断术,4.01,听神经瘤切除术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0102,经迷路内听道听神经瘤切除术,4.01,听神经瘤切除术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0101,经乙状窦后入路听神经瘤切除术,4.01,听神经瘤切除术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0201,延髓三叉神经脊髓束切断术,4.02,切断三叉神经,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0202,颞下三叉神经根切断术,4.02,切断三叉神经,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0205,筛前神经切断术,4.02,切断三叉神经,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0204,上牙槽神经切断术,4.02,切断三叉神经,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0203,经后颅窝三叉神经感觉根切断术,4.02,切断三叉神经,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0305,指神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0302,视神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0306,骶前神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.031,腓神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0304,周围神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0312,运动神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0309,胫神经肌支切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0311,趾神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0307,腹腔镜骶前神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0308,坐骨神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0301,颅神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0303,面神经切断术,4.03,其他颅的和周围神经切断术或压轧术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.042,桡神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0415,腋神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0416,肌皮神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0425,腓总神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0424,胫神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0426,足底神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0423,股神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0417,肩胛上神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0422,肋间神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0421,指神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0413,膈神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0418,正中神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0405,喉返神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0411,腰丛神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0408,周围神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0406,副神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0407,舌下神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0414,坐骨神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0402,颅神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0403,视神经鞘膜切开术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.041,臂丛神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0401,面神经解剖术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0419,尺神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,全国2017版,v02
4.0409,颈丛神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0412,骶丛神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
4.0404,面神经探查术,4.04,颅的和周围神经的其他切开术,4,颅和周围神经切开术、切断术和切除术,4,颅和周围神经的手术,1月5日,神经系统手术,手术,上海_全国2017版,v02
